timestamp,temperature,humidity,pressure,vibration,flow_rate,sound_level,light_level,co2_level,door_sensor,wifi_connections,equipment_temp,steam_pressure,water_flow,power_consumption,customer_count,ambient_noise,air_quality,motion_detector,refrigeration_temp,grinder_vibration
2025-07-25 15:56:01.878923,20.287976699361806,58.36190904219113,1022.5852868812683,0.3639200796945398,6.718292941460376,60.79921205613105,603.0799579726903,805.5989057206664,45.59049972081137,78.12629596491082,48.72851244469048,71.55864097512202,62.25139558586068,50.602567905985566,70.49798743239322,93.5666759028997,71.72734666816474,61.84143289117219,27.38199994070308,49.955356975872455
2025-07-25 16:11:01.878923,20.696627210807282,48.39590357368051,1020.2863408449715,1.3337433767991376,5.496478610661798,60.55845774650642,456.1425066863985,754.3216456641443,41.33146058137443,48.92902594646438,39.4665834124432,50.95701668164949,66.87196534189252,55.60206621575017,61.89727054025478,56.35698215278906,61.68021079199961,41.85885736441734,30.067203695020478,55.9460640220021
2025-07-25 16:26:01.878923,22.730678029006224,54.9833475075245,1014.9380656358056,1.110641300078144,5.810323235498643,58.71553771021256,495.6063909309091,599.4773036931356,80.31004475108206,55.28917545704003,81.26152694169707,17.65821807535983,36.699838757101666,39.96900309506254,53.72432513905543,55.03180810791552,50.93283889301963,53.23320307846252,58.73172474297914,59.192957214340026
2025-07-25 16:41:01.878923,23.05104725022191,53.59070682589648,1015.1875553201025,1.1901510881372326,7.032164277173834,56.30091234318885,549.6486651395645,996.8653703996023,40.25988717522375,31.875331713785783,45.65935691530898,55.42831503005098,42.164939777978866,13.292173180836231,61.76537936556069,63.601554125218705,43.56098785601462,51.13758698390723,45.85081737170012,66.86141188216772
2025-07-25 16:56:01.878923,23.307360172602298,48.954626339088165,1017.844965443823,1.0130981904766794,5.805743667984615,60.190822773457555,655.5746246312899,673.7631262190395,37.617485180975656,48.88678336175685,74.74196800850854,38.17092441073749,41.551769248850654,59.809407502619,51.05371953577718,36.96173774602293,48.839272883078436,33.1941076224977,43.1463330486461,33.35502334929846
2025-07-25 17:11:01.878923,20.92076252330863,49.512492801047806,1014.5659490195536,0.6134174046413294,6.281185577518373,56.800836544585316,455.12186384659515,714.7132189631443,41.20699891192631,74.7812532158289,45.271483518947484,41.472950988211075,47.17800780680646,46.703669991419716,42.623744372316054,62.77860061885091,44.32175502421967,70.66085962291139,63.43948114286597,45.83114846153202
2025-07-25 17:26:01.878923,24.20937662321208,59.445120882100575,1013.8390733980794,0.2955421916663247,4.669951357808962,54.36514422577992,543.1720010823888,701.8872501886992,75.88053082104472,52.45002134888937,20.84367769620895,50.96769779026703,32.77261549798246,76.06971819134428,54.930943845457136,67.50449540226448,98.1497126448903,31.2975308458349,77.0576793794082,40.454850032052185
2025-07-25 17:41:01.878923,22.409951514099014,45.993632414647365,1018.5180432131648,1.244661685669009,5.231610323637719,57.78280291165425,439.7347576821503,685.4073125619838,83.8075565860548,40.514400673171146,46.971019242624685,56.331140945780774,43.83249402150694,17.51447799845204,53.28271668218686,52.26777428402944,56.416773292527246,38.75453052371737,42.06157955801083,46.96616852766675
2025-07-25 17:56:01.878923,22.43148869009267,50.09481555005749,1017.1921294735802,0.33677664651317835,5.490725003438832,53.566980451313334,585.8871913148325,756.8405077388214,56.84336312654712,76.44766888154797,54.261705541325746,51.45064585832975,39.790793609007736,64.3089447239522,67.97530595563268,79.32168760904614,84.78531756137866,46.07293700606965,50.68369976501204,54.664578880263825
2025-07-25 18:11:01.878923,19.99732471835904,51.48375542612978,1024.1348447341056,0.8345669861926919,6.336400522575493,56.1314761966366,375.7277749886921,640.5477661356291,76.38319816865359,74.11386674466347,27.10779434916551,60.97949574766399,51.10160530913359,91.54092267685816,35.44451375232055,85.38373744289413,57.542595051665,29.20625604983062,29.958548209305384,35.31878642950503
